PRODUCT_CODE,ATC,duration_of_box
026917043,J01DC02,.5
026917070,J01DC02,.5
026919011,J01FA06,.3
026919047,J01FA06,.3
026922017,J01FA06,.3
026922031,J01FA06,.3
026922043,J01FA06,.3
026925038,A07EC02,1.5
026925040,A07EC02,1.5
026925053,A07EC02,1.5
026925065,A07EC02,1.5
026925115,A07EC02,1.5
026925127,A07EC02,1.5
026925141,A07EC02,1.5
026925154,A07EC02,1.5
026928010,S01AA13,2
026929024,C02CA,5
026929036,C02CA,5
026958049,C01CE03,1
026962047,H01AC01,2
026962050,H01AC01,2
026962062,H01AC01,2
026964015,R06AD02,25
026964039,R06AD02,25
026965044,V08AB05,1
026965057,V08AB05,1
026965069,V08AB05,1
026965083,V08AB05,1
026965107,V08AB05,1
026965133,V08AB05,1
026965145,V08AB05,1
026965160,V08AB05,1
026966034,B01AB05,2
026966046,B01AB05,2
026970020,J07BL01,1
026970032,J07BL01,1
026972012,G03GB02,9
026973014,R05DB27,.12
026973026,R05DB27,.12
026979017,A01AD02,.045
026981011,J04AM05,6
026688034,B03AA03,.2
026689012,B03AA03,.2
026689051,B03AA03,.2
026695015,N05CF02,10
026696017,B03AA03,.2
026696031,B03AA03,.2
026697058,J05AF01,.6
026697108,J05AF01,.6
026697110,J05AF01,.6
026697122,J05AF01,.6
026706046,L01XA02,.025
026706059,L01XA02,.025
026707036,A05AA,.5
026721100,N02BA01,3
026725010,D11AX01,2
026725034,D11AX01,2
026727014,J01FA06,.3
026727038,J01FA06,.3
026728016,J01FA06,.3
026728030,J01FA06,.3
026728055,J01FA06,.3
026729018,D11AX01,2
026729032,D11AX01,2
026730022,J07AX,1
026730034,J07AX,1
026736064,B01AB06,2.85
026736076,B01AB06,2.85
026736088,B01AB06,2.85
026736090,B01AB06,2.85
026736102,B01AB06,2.85
026736126,B01AB06,2.85
026737015,C10AB04,1.2
026737039,C10AB04,1.2
026738017,B01AB06,2.85
026738056,B01AB06,2.85
026738094,B01AB06,2.85
026742015,J01CR01,2
026749010,V03AB25,.7
026749034,V03AB25,.7
026751026,R07AA,1
026752016,R05DB27,.12
026752028,R05DB27,.12
026752067,R05DB27,.12
026756039,J01CR01,2
026756041,J01CR01,2
026758021,M01AC02,20
026760013,C01DA14,40
026766016,J01MB06,1
026772020,A05AA,.5
026772032,A05AA,.5
026773010,R05DB27,.12
026773022,R05DB27,.12
026774012,A02BA06,.15
026774024,A02BA06,.15
026776017,M09AX,
026776031,M09AX,
026779049,G03CA03,50
026781070,N06BX06,.5
026781106,N06BX06,.5
026783086,A02BC01,20
026783098,A02BC01,20
026784025,N02BG07,.4
026796021,D11AX01,2
026803027,A02BC01,20
026803080,A02BC01,20
026803104,A02BC01,20
026804029,A02BC01,20
026804082,A02BC01,20
026804106,A02BC01,20
026814020,A06AD12,10
026814044,A06AD12,10
026814158,A06AD12,10
026814172,A06AD12,10
026817027,G04CX02,.32
026818017,C02CA04,4
026818029,C02CA04,4
026821013,C02CA04,4
026821025,C02CA04,4
026829010,B02AB,.2
026830024,C09AA03,10
026834010,C09AA03,10
026834022,C09AA03,10
026837017,C09AA03,10
026837029,C09AA03,10
026844098,H01AC01,2
026844163,H01AC01,2
026844187,H01AC01,2
026844201,H01AC01,2
026844213,H01AC01,2
026844225,H01AC01,2
026844237,H01AC01,2
026844249,H01AC01,2
026844252,H01AC01,2
026844264,H01AC01,2
026844276,H01AC01,2
026851016,A10BF01,.3
026851028,A10BF01,.3
026863011,H01AC01,2
026863100,H01AC01,2
026866069,B01AB11,500
026866071,B01AB11,500
026875017,J05AB04,6
026887012,C01DA08,
026887051,C01DA08,60
026887063,C01DA08,60
026888014,C01DA14,40
026888026,C01DA14,40
026888038,C01DA14,40
026890083,N05AF05,30
026890107,N05AF05,30
026890119,N05AF05,30
026890158,N05AF05,15
026890172,N05AF05,30
026893038,A05AA02,.75
026893040,A05AA02,.75
026893053,A05AA02,.75
026893065,A05AA02,.75
026894016,R06AE07,10
026894028,R06AE07,10
026894030,R06AE07,10
026894042,R06AE07,10
026899017,V08AB04,1
026899029,V08AB04,1
026905101,B05BA01,1
026910024,M01AC02,20
026910036,M01AC02,20
026915025,J01DC02,.5
026915037,J01DC02,.5
026915049,J01DC02,.5
026915052,J01DC02,.5
026915076,J01DC02,.5
026916130,M01AE01,1.2
027210018,A03FA,.075
027210044,A03FA,.075
027210069,A03FA,.075
027216011,C10AA01,30
027216023,C10AA01,30
027216035,C10AA01,30
027216098,C10AA01,30
027216100,C10AA01,30
027217013,C09AA06,15
027217037,C09AA06,15
027218015,C01BA03,.4
027225010,C09AA06,15
027225034,C09AA06,15
027228016,C10AA01,30
027228028,C10AA01,30
027228030,C10AA01,30
027228079,C10AA01,30
027228081,C10AA01,30
027230010,C09AA06,15
027230034,C09AA06,15
027231012,A11CC04,1
027231036,A11CC04,1
027232014,N07CA01,24
027232026,N07CA01,24
027232053,N07CA01,24
027233016,G03AA09,1
027233028,G03AA09,1
027233030,G03AA09,1
027234020,S01AE01,.4
027238068,M01AX22,.7
027238070,M01AX22,.7
027238118,M01AX22,.7
027244060,M01AX22,.7
027244072,M01AX22,.7
027244110,M01AX22,.7
027245024,S01BC04,.2
027248020,C07AB09,2.5
027248032,C07AB09,2.5
027250024,P01BC02,1
027253018,M01AB15,30
027253020,M01AB15,30
027253032,M01AB15,30
027253069,M01AB15,30
026999021,L02AE04,.134
026999045,L02AE04,.134
026999058,L02AE04,.134
027000013,A07EA02,
027002029,J01DC02,.5
027002031,J01DC02,.5
027002043,J01DC02,.5
027002056,J01DC02,.5
027002070,J01DC02,.5
027015142,B03XA01,1
027015155,B03XA01,1
027015167,B03XA01,1
027015179,B03XA01,1
027015181,B03XA01,1
027015231,B03XA01,1
027015268,B03XA01,1
027015282,B03XA01,1
027020027,J01DC02,.5
027020039,J01DC02,.5
027026018,R05DA09,90
027028012,C01DA02,5
027028024,C01DA02,5
027028036,C01DA02,5
027032046,S01GX03,.4
027032059,S01GX03,.4
027044027,R03DA,.2
027044041,R03DA,.2
027045032,N06AB08,.1
027045044,N06AB08,.1
027056011,C09BA02,1
027062013,C02CA04,4
027062025,C02CA04,4
027066024,L02AE02,.134
027066048,L02AE02,.134
027066099,L02AE02,1
027069018,L01XA01,6.5
027069020,L01XA01,6.5
027069032,L01XA01,6.5
027074018,V08CA01,1
027074020,V08CA01,1
027074044,V08CA01,1
027074057,V08CA01,1
027074071,V08CA01,1
027074083,V08CA01,1
027074095,V08CA01,1
027074107,V08CA01,1
027075011,R06AX13,10
027075023,R06AX13,10
027075050,R06AX13,10
027075086,R06AX13,10
027076013,R06AX13,10
027076064,R06AX13,10
027077015,R01AB01,1.5
027077027,R01AB01,1.5
027078029,N06BX06,.5
027078056,N06BX06,.5
027081049,R05DA20,6
027083017,H01CB02,.7
027083029,H01CB02,.7
027083031,H01CB02,.7
027083082,H01CB02,.7
027083094,H01CB02,.7
027083106,H01CB02,.7
027089022,R03DA,.2
027096041,P02CA03,.4
027103023,A02AD02,3.2
027103035,A02AD02,3.2
027103047,A02AD02,3.2
027104013,H01CB02,.7
027104037,H01CB02,.7
027104049,H01CB02,.7
027104088,H01CB02,.7
027104090,H01CB02,.7
027104102,H01CB02,.7
027107010,N03AG01,1.5
027107022,N03AG01,1.5
027107034,N03AG01,1.5
027113012,B01AB02,2.1
027113024,B01AB02,2.1
027113036,B01AB02,2.1
027122035,A07EC02,1.5
027122062,A07EC02,1.5
027122098,A07EC02,1.5
027122100,A07EC02,1.5
027122112,A07EC02,1.5
027122124,A07EC02,1.5
027123049,N04BC03,.04
027127036,J01DD08,.4
027127087,J01DD08,.4
027127101,J01DD08,.4
027130044,A07EC02,1.5
027130069,A07EC02,1.5
027130071,A07EC02,1.5
027131010,L03AC01,.2
027134081,J01DD08,.4
027134105,J01DD08,.4
027135019,C09BA02,1
027136011,D06BB04,.2
027152038,J01DD08,.4
027152077,J01DD08,.4
027152091,J01DD08,.4
027154044,V03AB32,.6
027154057,V03AB32,.6
027161052,C09AA05,2.5
027161064,C09AA05,2.5
027161076,C09AA05,2.5
027162054,C09AA05,2.5
027162066,C09AA05,2.5
027162078,C09AA05,2.5
027166065,C09AA05,2.5
027166077,C09AA05,2.5
027167016,J01XA02,.4
027170012,M01AE02,.5
027171014,A05BA03,.4
027171026,A05BA03,.4
027172030,A03AB06,.08
027174010,A10BD02,
027181027,B01AC11,50
027184023,B01AC11,50
027194024,D06BB03,1
027194036,D06BB03,1
027204015,S01AA23,.2
027204027,S01AA23,.2
027208014,C10AA01,30
027208026,C10AA01,30
027208040,C10AA01,30
027208103,C10AA01,30
027208115,C10AA01,30
027209016,C10AA01,30
027209028,C10AA01,30
027209042,C10AA01,30
027209117,C10AA01,30
027485135,B05BA02,1
027485150,B05BA02,1
027485162,B05BA02,1
027485174,B05BA02,1
027485186,B05BA02,1
027485198,B05BA02,1
027485200,B05BA02,1
027487014,V03AF03,60
027489018,H04AA01,1
027489020,H04AA01,1
027491012,N05AL05,.4
027493016,M05BX01,.6
027496025,N01BB03,1
027496049,N01BB53,1
027496064,N01BB53,1
027511029,C01EB15,40
027516032,C09AA07,7.5
027529039,J01FA09,1
027529041,J01FA09,.5
027529054,J01FA09,.5
027529080,J01FA09,.5
027529116,J01FA09,.5
027529130,J01FA09,.5
027530043,J01FA09,1
027530056,J01FA09,.5
027530094,J01FA09,.5
027530118,J01FA09,.5
027530120,J01FA09,.5
027530144,J01FA09,.5
027534078,D06BB03,1
027534116,J05AB01,4
027534128,J05AB01,4
027545021,C02CA,5
027545033,C02CA,5
027546011,D04AB04,
027546023,D04AB04,
027547013,N05AL05,.4
027548015,V04CD05,1
027552013,B03AB09,1.2
027553015,C09BA03,1
027566025,N06BX06,.5
027566037,N06BX06,.5
027567039,A05AA02,.75
027573029,C09AA07,7.5
027573031,C09AA07,7.5
027256027,A03CA04,3
027257056,M01AB15,30
027257068,M01AB15,30
027257094,M01AB15,30
027261015,D11AX01,2
027267018,J02AC01,.2
027267020,J02AC01,.2
027267032,J02AC01,.2
027267044,J02AC01,.2
027267057,J02AC01,.2
027267069,D01AC15,1
027267071,J02AC01,.2
027267083,J02AC01,.2
027267095,J02AC01,.2
027268022,J02AC01,.2
027268034,J02AC01,.2
027268046,J02AC01,.2
027276043,B01AB04,2.5
027276070,B01AB04,2.5
027276094,B01AB04,2.5
027276106,B01AB04,2.5
027276120,B01AB04,2.5
027286210,C09AA04,4
027286323,C09AA04,4
027297011,C10AA03,30
027297035,C10AA03,30
027300060,V03AB32,.6
027307014,A02BB01,.8
027308016,A07EC02,1.5
027309018,C10AA03,30
027309032,C10AA03,30
027313028,G04CX02,.32
027314018,G04CA01,7.5
027314044,G04CA01,7.5
027320011,J01XE01,.2
027323029,N06BX12,1
027328018,V03AF03,60
027329010,R06AE07,10
027329022,R06AE07,10
027339011,G04CX02,.32
027341015,D07AC13,1
027341027,D07AC13,1
027343033,B01AB11,500
027346028,S01AE02,.6
027347071,C01DX11,.3
027352020,V03AF04,30
027352057,V03AF04,30
027352069,V03AF04,30
027352071,V03AF04,30
027352083,V03AF04,30
027358011,G03AB06,1
027359013,G03AB06,1
027366018,M01AE03,.15
027370042,J01FA09,1
027370055,J01FA09,.5
027370067,J01FA09,.5
027370093,J01FA09,.5
027370129,J01FA09,.5
027370143,J01FA09,.5
027371071,M01AC01,20
027372010,C08CA02,5
027372022,C08CA02,5
027376019,C08CA02,5
027376021,C08CA02,5
027383076,M01AC,.015
027384015,S01GX05,.6
027384027,S01GX05,.6
027387051,J07BX,1
027387063,J07BX,1
027388026,N01BB02,1
027388040,N01BB52,1
027388065,N01BB52,1
027388089,N01BB52,1
027388091,N01BB02,1
027393014,C02AC01,
027393026,C02AC01,
027394028,R05CB14,.112
027394042,R05CB14,.112
027394067,R05CB14,.112
027395021,C09BA02,1
027400023,V03AB32,.6
027423033,A06AB06,24
027423045,A06AB06,24
027427018,J05AB06,.5
027428010,C08CA01,5
027428022,C08CA01,5
027429087,B01AB01,10
027429099,B01AB01,10
027429113,B01AB01,10
027429149,B01AB01,10
027432020,M01AE01,1.2
027433010,L02BA01,20
027435080,R03DA04,.4
027435155,R03DA04,.4
027436017,G03AA09,1
027436029,G03AA09,1
027436031,G03AA09,1
027439037,R03BB02,4
027441017,L01DB06,18
027441029,L01DB06,18
027441031,L01DB06,2.5
027441043,L01DB06,2.5
027441056,L01DB06,2.5
027441070,L01DB06,18
027443011,N03AG04,2
027443047,N03AG04,2
027444025,C08CA01,5
027447022,D06BB04,1
027452010,S01BB03,.2
027456021,B01AB,.3
027456033,C05BA01,2.5
027457011,S01CA01,.4
027457035,S02CA06,.6
027460043,C09AA08,2.5
027461019,C08CA01,5
027461021,C08CA01,5
027462011,M02AA08,2.5
027464041,C09AA08,2.5
027469206,C09AA04,4
027469319,C09AA04,4
027480019,D05BB02,35
027480021,D05BB02,35
027481011,C09BA03,1
027482013,C09BA03,1
027484031,J01GB06,1
027484043,J01GB06,1
027485073,B05BA02,1
027485085,B05BA02,1
027485097,B05BA02,1
027485109,B05BA02,1
027485123,B05BA02,1
027807078,N03AX09,.3
027807080,N03AX09,.3
027807092,N03AX09,.3
027808017,J02AC02,.2
027808029,J02AC02,.2
027808031,J02AC02,.2
027810023,M01AB,.6
027810035,M01AB,.6
027811049,R06AE07,10
027814019,J02AC02,.2
027814021,J02AC02,.2
027819022,A02BX02,4
027824022,C09AA09,15
027830037,C08CA09,4
027830052,C08CA09,4
027831039,C08CA09,4
027831041,C08CA09,4
027832043,C08CA09,4
027832068,C08CA09,4
027833060,G01AF05,.1
027834047,M01AB,.6
027834062,M01AB,.6
027837018,S01GA51,.4
027837020,S01GA51,.4
027844087,B05BA02,1
027844099,B05BA02,1
027844101,B05BA02,1
027849102,J01DD14,.4
027850104,J01DD14,.4
027850142,J01DD14,.4
027852019,N04BD01,5
027853011,N04BD01,5
027854013,C07FB03,1
027857010,A06AG04,1.5
027860028,J01FA10,.3
027860042,J01FA10,.3
027860143,J01FA10,.3
027860156,J01FA10,.5
027865082,L01CA04,6.1
027865094,L01CA04,6.1
027865106,L01CA04,1
027865118,L01CA04,1
027574019,L02AB01,.16
027584010,C01EA01,.5
027584046,C01EA01,.5
027586015,N06BX13,.09
027593045,A06AD65,
027593060,A06AD65,
027597020,L02AB01,.16
027604014,C07AG02,37.5
027604040,C07AG02,37.5
027606019,C07AG02,37.5
027612011,A04AA01,16
027612023,A04AA01,16
027612035,A04AA01,16
027612074,A04AA01,16
027612086,A04AA01,16
027612098,A04AA01,16
027612112,A04AA01,16
027612136,A04AA01,16
027616022,C10AX06,2
027617024,C10AX06,2
027618040,C10AX06,2
027621010,R03BA02,.8
027621034,R03BA02,.8
027621059,R03BA02,1.5
027621061,R03BA02,1.5
027625019,P01CX01,.28
027626023,S01ED01,0
027626047,S01ED01,0
027626086,S01ED01,0
027629017,J01MA06,.8
027632037,L03AX05,1.6
027632049,L03AX05,1.6
027633039,L03AX05,1.6
027633041,L03AX05,1.6
027648029,N06BX06,.5
027648031,N06BX06,.5
027657016,R01AD08,.2
027657042,R01AD08,.2
027660075,R03AC13,24
027660099,R03AC13,24
027661014,R05DB27,.12
027661026,R05DB27,.12
027662028,C09AA07,7.5
027663018,M09AX01,3.6
027663032,M09AX01,3.6
027665013,H01BA02,4
027665025,H01BA02,4
027666015,C01EA01,.5
027666039,C01EA01,.5
027668019,A06AD11,6.7
027669050,M02AA12,2
027670013,M01AE12,.9
027673045,S01GX07,.1
027674035,V08AB07,1
027674047,V08AB07,1
027674062,V08AB07,1
027674124,V08AB07,1
027674136,V08AB07,1
027674148,V08AB07,1
027674151,V08AB07,1
027674163,V08AB07,1
027674175,V08AB07,1
027674187,V08AB07,1
027674199,V08AB07,1
027674201,V08AB07,1
027674213,V08AB07,1
027674225,V08AB07,1
027674237,V08AB07,1
027674249,V08AB07,1
027674252,V08AB07,1
027674276,V08AB07,1
027674288,V08AB07,1
027674290,V08AB07,1
027674302,V08AB07,1
027674314,V08AB07,1
027681016,N06BX06,.5
027681028,N06BX06,.5
027683046,V03AF03,60
027686068,H01AC01,2
027686070,H01AC01,2
027696032,C09AA12,30
027696044,C09AA12,30
027699026,S01GX02,.2
027705058,A01AD02,.045
027707037,D10AD01,2
027723016,C08CA06,50
027725023,C08CA03,5
027727027,C08CA03,5
027731013,B03AA03,.2
027735024,C09AA09,15
027741014,G02CC01,.2
027742016,G02CC01,.2
027743032,H01AC01,2
027747017,C09AA09,15
027747029,C09AA09,15
027750013,B01AC09,1
027750037,B01AC09,1
027751066,N07BB,3.5
027751078,N07BB,3.5
027753033,N06AB06,50
027753045,N06AB06,50
027753096,N06AB06,50
027753110,N06AB06,50
027754047,N06AB06,50
027754050,N06AB06,50
027754086,N06AB06,50
027756016,N01BB20,2.5
027756028,N01BB20,2.5
027757020,M02AA15,3.5
027757032,M02AA15,2
027757044,M02AA15,2
027763010,R05DB21,60
027764012,R05DB21,60
027772033,L03AA02,.35
027772096,L03AA02,.35
027776018,C10AA03,30
027776032,C10AA03,30
027777010,A02BA06,.15
027777022,A02BA06,.15
027780028,N06BX11,1.5
027780030,N06BX11,1.5
027781018,G03CA04,.2
027783012,D07AC13,1
027783024,D07AC13,1
027783036,D07AC13,1
027786021,C10AA03,30
027786033,C10AA03,30
027797012,G03DA04,90
027797024,G03DA04,90
027807054,N03AX09,.3
027984018,B05XC,1
027989019,N02AA59,3
027989033,N02AA59,3
028017022,P03AC04,1
028023012,C07CB03,1
028024014,D10AF01,2
028026019,C01CA19,7.56
028028064,J01MA10,.2
028035018,G03CX01,2.5
028037024,C09BA07,1
028039016,D03BA52,
028039028,D03BA52,
028040044,B05BA01,1
028048066,J01MA10,.2
028057026,A12CC08,4.5
028061024,R03DA,.2
028061048,R03DA,.2
028062014,N06BX,1
028062026,N06BX,1
028062038,N06BX,1
028146013,B03AB,1.2
028159010,D07AC14,1
028159022,D07AC14,1
028159034,D07AC14,1
028159059,D07AC14,1
028159061,D07AC14,1
028162030,C08CA02,5
028162042,C08CA02,5
028165025,S01XA08,.3
028176028,D01BA02,.25
028176042,D01AE15,2
028176055,D01AE15,2
028176067,D01AE15,2
028177020,J01FA10,.3
028177032,J01FA10,.3
028181042,A06AX01,1
028190027,A02BX02,4
028192019,J05AD01,6.5
028193011,C09BA07,1
028195016,N02BE51,4
028199014,G03DB04,5
028206011,R01AC07,10.4
028209043,A01AB11,25
028209056,A01AB11,1
028211023,C09BA07,1
028217014,C08DB01,.24
028221012,R07AA02,.16
028221024,R07AA02,.16
028223016,V03AF02,1.5
028228106,D01AC12,1.5
028228169,G01AF12,.1
028228171,G01AF12,.1
028231025,S01AD03,.5
028242042,D06BB03,1
028242055,D06BB03,1
028242093,J05AB01,4
028245049,A02BC01,20
028245090,A02BC01,20
028245114,A02BC01,20
028248021,N07BB04,50
028249023,J01CR05,14
028070047,V03AF03,60
028070050,V03AF03,60
028087029,V03AB32,.6
028092029,M01AB,.6
028092043,M01AB,.6
028093019,A04AA02,3
028093021,A04AA02,2
028093084,A04AA02,2
028098010,S01GX04,.3
028106021,N05BA01,10
028109015,V10BX01,1
028119079,A05BA,.55
028122012,D01AE16,1
028127013,R01AC02,.6
028127025,S01GX02,.2
028128015,B03AB09,1.2
028129017,B03AB09,1.2
028138016,L03AB03,40
028139032,R01AA05,.4
028142026,B02BD04,350
028142038,B02BD04,350
028144018,B03AB,
027871019,G02CC02,.413
027872011,S02DA30,.8
027878038,G04CA01,7.5
027880032,A06AX01,1
027887049,C08CA09,4
027887076,C08CA09,4
027889031,L03AX05,1.6
027889043,L03AX05,1.6
027890110,R03AC12,.1
027890146,R03AC12,.1
027891124,R03AC12,.1
027891136,R03AC12,.1
027892126,R03AC12,.1
027892138,R03AC12,.1
027897040,J01FA10,.3
027898067,A05BA,.55
027898081,A05BA,1.2
027907017,G04CX02,.32
027909062,J01DC09,4
027910013,R01AB,1
027917018,S01BC03,.3
027917032,S01BC03,.3
027924012,S01XA,.4
027928011,A06AC08,2.5
027928035,A06AC08,2.5
027932019,B01AB11,500
027932021,B01AB11,500
027939038,J01DD09,2
027939040,J01DD09,2
027940030,J01DD09,2
027940042,J01DD09,2
027940055,J01DD09,2
027943048,J01MA07,.4
027944040,J01MA07,.4
027946033,L03AX05,1.6
027946045,L03AX05,1.6
027948052,J01FA10,.3
027948064,J01FA10,.3
027951045,J01DD09,2
027951058,J01DD09,2
027952098,B05BA02,1
027953013,V03AF03,60
027956109,N07BA01,14
027956123,N07BA01,14
027957024,J01MA07,.4
027959028,A11BA,1
027963038,N06AB05,20
027964028,N06AB05,20
027964030,N06AB05,20
027965021,N06AB05,20
027969017,J01DD13,.4
027969031,J01DD13,.4
027969043,J01DD13,.4
027970019,J01DD13,.4
027970033,J01DD13,.4
027970045,J01DD13,.4
027975059,N02CC01,50
027975061,N02CC01,6
027975073,N02CC01,50
027975097,N02CC01,25
027975123,N02CC01,20
027975135,N02CC01,20
027980010,C08CA05,30
027980022,C08CA05,30
027980034,C08CA05,30
027983016,B05XC,1
028476036,S02AA15,1.6
028478016,A01AC01,.025
028480034,D01AE22,1
028480046,D01AE22,1
028483016,J01MA06,.8
028489021,V03AF03,60
028491013,L01XA02,.025
028491037,L01XA02,.025
028491076,L01XA02,.025
028493017,L01BA01,30
028493029,L01BA01,30
028493043,L01BA01,30
028493056,L01BA01,30
028494033,A01AD02,3
028494058,A01AD02,3
028494084,A01AD02,3
028494096,A01AD02,3
028495012,S01BC03,.3
028495024,S01BC03,.3
028504013,B01AC18,.6
028505016,C01CA24,.5
028505028,C01CA24,.5
028507010,N04BC02,3
028507022,N04BC02,3
028507034,N04BC02,3
028509026,M01AX17,.2
028510028,M01AX17,.2
028511057,M01AE03,.15
028511071,M01AE03,.15
028511083,M01AE03,.15
028511107,A01AD11,10
028511145,M01AE03,.15
028511158,M01AE03,.15
028511184,A01AD11,10
028512022,J01CR05,14
028518037,C05BA01,2.5
028519015,M01AX17,.2
028523013,D06BX01,1
028527012,N01BB03,1
028527024,N01BB53,1
028528077,J05AB01,4
028531010,C09BA05,1
028531022,C09BA05,1
028532012,C09BA05,1
028249062,J01CR05,14
028252017,C03CA04,15
028253019,D05AX02,2
028253021,D05AX02,2
028253045,D05AX02,2
028254011,D05AX02,2
028254023,D05AX02,2
028254047,D05AX02,2
028257069,R03AC13,24
028258097,C08DB01,.24
028262018,C03CA04,15
028262020,C03CA04,15
028262032,C03CA04,15
028263010,A06AD65,
028267021,C09AA10,2
028270066,D07AC06,1
028271017,A06AG10,1
028278012,P01BB01,.2
028279014,M01AE01,1.2
028282109,V08AB10,1
028282111,V08AB10,1
028282135,V08AB10,1
028282174,V08AB10,1
028282198,V08AB10,1
028282200,V08AB10,1
028282212,V08AB10,1
028282224,V08AB10,1
028282236,V08AB10,1
028282248,V08AB10,1
028282251,V08AB10,1
028282287,V08AB10,1
028282299,V08AB10,1
028282301,V08AB10,1
028282313,V08AB10,1
028282352,V08AB10,1
028282364,V08AB10,1
028282402,V08AB10,1
028282426,V08AB10,1
028282438,V08AB10,1
028282465,V08AB10,1
028282477,V08AB10,1
028282782,V08AB10,1
028282871,V08AB10,1
028284014,G04CA03,5
028284026,G04CA03,5
028295018,C09BA06,1
028299016,N05CF01,7.5
028304020,N03AF02,1
028308017,G04CB01,5
028309019,G04CB01,5
028310023,R01AC03,.56
028310035,S01GX07,.1
028311049,R05CB01,.5
028311076,R05CB01,.5
028311090,R05CB01,1.6
028313017,J01EE01,
028317016,C09BA06,1
028318018,D07AC06,1
028318020,D07AC06,1
028330037,N04AA02,10
028331015,C09BA06,1
028332056,M01AX22,.7
028332082,M01AX22,.7
028336016,A05AA02,.75
028336028,A05AA02,.75
028336042,A05AA02,.75
028338046,J05AB01,4
028338059,J05AB01,4
028341131,J05AF02,.4
028341168,J05AF02,.4
028341182,J05AF02,.4
028341194,J05AF02,.4
028346029,L03AX03,
028347019,N01AH03,1
028348011,N01AH02,1
028356018,G04CB01,5
028359014,A10BD02,
028362022,M03AX01,1
028366019,A05AA02,.75
028367011,V03AF03,60
028370029,C10AA01,30
028370043,C10AA01,30
028370106,C10AA01,30
028370118,C10AA01,30
028371019,G04CB01,5
028373025,V03AB32,.6
028402016,J05AB01,4
028402055,J05AB01,4
028403044,V03AB32,.6
028404010,A05AA02,.75
028404022,A05AA02,.75
028407017,D07XB03,2
028418010,N01BB58,1
028418022,N01BB58,1
028422020,L03AX03,1.8
028423010,J01GB06,1
028423022,J01GB06,1
028424012,C05CX03,
028425039,J05AB01,4
028425066,J05AB01,4
028425078,J05AB01,4
028426017,J04AB04,.15
028427019,J07BK01,1
028437022,M01AC01,20
028437034,M01AC01,20
028439014,G02AD02,.5
028439026,G02AD02,.5
028439038,G02AD02,.5
028440030,D03AX,1.5
028440055,D03AX,1.5
028440067,D03AX,1.5
028440079,D03AX,1.5
028441018,D03AX,1.5
028441020,D03AX,1.5
028445031,N05CF02,10
028456010,A04AA03,5
028456022,A04AA03,5
028456046,A04AA03,5
028456085,A04AA03,5
028456097,A04AA03,5
028463014,J01DD13,.4
028463038,J01DD13,.4
028463040,J01DD13,.4
028464016,S01BC01,.4
028464028,S01BC01,.4
028466011,A07DA03,10
028467025,D06BB03,1
028467037,J05AB01,4
028467064,J05AB01,4
028467076,D06BB03,1
028473015,J07AG51,1
028476012,S01AE03,.3
028476024,S01AE03,.3
028721052,C03CA04,15
028721064,C03CA04,15
028725101,J07BC02,1
028725125,J07BC02,1
028727028,J01DC10,1
028727042,J01DC10,1
028732016,S01GX04,.3
028734010,D10AF52,2
028735013,J01CA12,14
028735037,J01CA12,14
028735049,J01CA12,14
028740013,N03AX12,1.8
028740025,N03AX12,1.8
028740037,N03AX12,1.8
028741015,M02AA19,2
028742031,R01AA05,.4
028752057,N05AX08,5
028752069,N05AX08,5
028752071,N05AX08,5
028752095,N05AX08,5
028752145,N05AX08,5
028752172,N05AX08,2.7
028752184,N05AX08,2.7
028752196,N05AX08,2.7
028755015,A02BC03,30
028755078,A02BC03,30
028755092,A02BC03,30
028757019,S01GA51,.4
028758011,G03FA12,1
028758023,G03FA12,1
028759013,N06AB04,20
028759025,N06AB04,20
028759049,N06AB04,20
028759052,N06AB04,20
028775017,A02BC03,30
028775029,A02BC03,30
028775070,A02BC03,30
028775094,A02BC03,30
028776019,A16AA01,2
028776033,A16AA01,2
028778037,M01AX17,.2
028779015,A02BX02,4
028779027,A02BX02,4
028532024,C09BA05,1
028533014,C09BA05,1
028533026,C09BA05,1
028534016,M01AB05,.1
028534028,M01AB05,.1
028534030,M01AB05,.1
028535019,G01AA10,.1
028535033,G01AA10,.1
028537013,N01BB02,1
028537025,N01BB02,1
028537037,N01BB02,1
028537064,N01BB02,1
028537076,N01BB02,1
028537088,N01BB02,1
028537090,N01BB02,1
028549018,S01ED01,0
028549032,S01ED01,0
028554020,V08BA01,
028554032,V08BA01,
028556013,V04CX,1
028557015,V08BA01,
028558017,V08BA01,
028559019,V08BA01,
028560011,V08BA01,
028561037,M01AE53,.15
028564021,C01DA02,5
028564033,C01DA02,5
028564045,C01DA02,5
028564058,C01DA02,5
028570024,C04AE02,.06
028579011,A06AC51,15
028580037,A03AA,.015
028581015,J02AA01,35
028590014,C10AB05,.2
028591016,S01BA09,.2
028592020,C04AE02,.06
028596017,C04AE02,.06
028600017,A02BC03,30
028600029,A02BC03,30
028600070,A02BC03,30
028600094,A02BC03,30
028601019,V09GA01,1
028612176,N01BB03,1
028612188,N01BB03,1
028612202,N01BB03,1
028612214,N01BB53,1
028612226,N01BB53,1
028612238,N01BB53,1
028612240,N01BB53,1
028612265,N01BB03,1
028612277,N01BB03,1
028612289,N01BB03,1
028614055,J05AB01,4
028614081,J05AB01,4
028614129,J05AB01,4
028614156,D06BB03,1
