PRODUCT_CODE,ATC,duration_of_box
037974223,N04BC06,3
037974540,N04BC06,3
037976026,V03AB15,1
037977016,M02AA10,2.5
037978020,N05AX08,5
037978044,N05AX08,5
037978069,N05AX08,5
037978083,N05AX08,5
037980012,A06AB08,5
037981014,D08AG02,10
037981026,D08AG02,10
037983044,N06AB06,50
037983222,N06AB06,50
037984034,J01MA02,.5
037984046,J01MA02,.5
037985114,C09AA09,15
037986015,G04CB01,5
037987029,C08CA01,5
037987056,C08CA01,5
037988211,N06AX11,30
037989035,L04AA24,27
037990013,D01AC01,3
037993021,J01XX01,3
037994023,J01XX01,3
037996028,J02AC01,.2
037996030,J02AC01,.2
037996042,J02AC01,.2
037998034,N02CC01,50
037998123,N02CC01,50
037999051,C07AB12,5
038002022,D06AX13,.4
038003240,A02BC01,20
038004014,C09BA05,1
038006108,M05BA04,10
038007100,M05BA04,10
038008013,G03CA03,1
038009039,R06AE07,10
038012112,C09BA02,1
038014128,N06AX11,30
038015069,N05CF02,10
038016010,L04AX04,10
038194027,N05CF02,10
038194039,N05CF02,10
038195018,M02AA15,3.5
038195020,M02AA15,3.5
038195032,M02AA15,3.5
038197012,C05CA54,
038199016,N06AB04,20
038200059,J07BD54,1
038200061,J07BD54,1
038204020,A06AD15,10
038204032,A06AD15,10
038205011,M01AB15,30
038205023,M01AB15,30
038206013,C09BA02,1
038207015,M01AB15,30
038209019,C09AA05,2.5
038209033,C09AA05,2.5
038210035,C09AA05,2.5
038212039,C09AA05,2.5
038213017,C09AA05,2.5
038213029,C09AA05,2.5
038214019,C09AA05,2.5
038214021,C09AA05,2.5
038214033,C09AA05,2.5
038215012,C08CA06,.3
038216014,C08CA01,5
038216038,C08CA01,5
038217016,N03AF03,1.4
038217093,N03AF03,1.4
038217143,N03AF03,1.4
038218018,L04AD02,5
038218057,L04AD02,5
038218071,L04AD02,5
038218119,L04AD02,5
038220036,C08CA01,5
038223044,R06AX26,.12
038223121,R06AX26,.12
038225025,A02BC01,20
038227017,J01MA02,.5
038227029,J01MA02,.5
038227031,J01MA02,.5
038229047,R06AX26,.12
038229124,R06AX26,.12
038231015,S01AA26,2
038232017,M03AX01,1
038233223,C09AA05,2.5
038102303,C08CA01,5
038103040,N06AX11,30
038106112,J05AB09,.75
038106213,J05AB09,.75
038107025,L01XA03,10.9
038107037,L01XA03,10.9
038107076,L01XA03,10.9
038108015,J01MA02,1
038108027,J01MA02,1
038109017,B05AA01,20
038109031,B05AA01,20
038110019,J01CR05,14
038111035,N02CC01,50
038111213,N02CC01,50
038113015,H01CB02,.7
038113027,H01CB02,.7
038113041,H01CB02,.7
038114031,A04AA02,3
038114043,A04AA02,3
038116012,L01BB07,385.7
038117014,C09BA05,1
038117038,C09BA05,1
038118016,C09BA05,1
038118030,C09BA05,1
038119018,C09BA05,1
038119032,C09BA05,1
038120046,J07BM02,1
038120061,J07BM02,1
038122026,V08CA06,1
038122040,V08CA06,1
038122065,V08CA06,1
038122089,V08CA06,1
038122127,V08CA06,1
038122141,V08CA06,1
038123016,N02AA59,3
038123028,N02AA59,3
038124018,G03AA10,1
038124020,G03AA10,1
038125011,C01BD01,.2
038128017,A04AA01,16
038128029,A04AA01,16
038128031,A04AA01,16
038128043,A04AA01,16
038129045,B05BA03,1
038129058,B05BA03,1
038129084,B05BA03,1
038130035,N02CC01,50
038130213,N02CC01,50
038132054,C07AB12,5
038133272,N06AB06,50
038134058,C07AB12,5
038135012,R05,60
038135048,R05,4.5
038138032,J05AX09,.6
038138083,J05AX09,.6
038139263,A02BC02,40
038140012,A03AX13,.5
038143018,L01XX19,30
038143020,L01XX19,30
038143032,L01XX19,30
038143044,L01XX19,30
038144059,A10BH02,.1
038145025,N07CA01,24
038145037,N07CA01,24
038147017,N02AA59,3
038149011,N02BE01,3
038149023,N02BE01,3
038149035,N02BE01,3
038149047,N02BE01,3
038149050,N02BE01,3
038149062,N02BE51,3
038150013,N02BE01,3
038150025,N02BE01,3
038150037,N02BE01,3
038150049,N02BE01,3
038150052,N02BE01,3
038150064,N02BE51,3
038151015,B05XA30,1
038151027,B05XA30,1
038151039,B05XA30,1
038151041,B05XA30,1
038152029,B05XA30,1
038153019,B05XA30,1
038153021,B05XA30,1
038155038,G04CA01,7.5
038157018,C02CA04,4
038157020,C02CA04,4
038160014,G04CB01,5
038162069,N05CF02,10
038164012,C08CA06,.3
038165015,L01CX01,.129
038167019,C08CA06,.3
038169025,N05AD08,2.5
038170027,C09BA05,1
038170205,C09BA05,1
038174013,C08CA01,5
038174025,C08CA01,5
038175016,R05CB01,.5
038176044,R05CB01,.5
038178063,N05CF02,10
038181018,J01CR05,14
038181020,J01CR05,14
038186021,A02BA02,.3
038186110,A02BA02,.3
038187011,A02BC01,20
038188037,N05AX08,5
038189027,N07CA01,24
038189066,N07CA01,24
038189078,N07CA01,24
038189128,N07CA01,24
038190017,B03XA01,1
038190029,B03XA01,1
038190031,B03XA01,1
038190043,B03XA01,1
038190056,B03XA01,1
038190068,B03XA01,1
038190070,B03XA01,1
038190082,B03XA01,1
038190094,B03XA01,1
038190106,B03XA01,1
038190118,B03XA01,1
038190120,B03XA01,1
038190144,B03XA01,1
038190157,B03XA01,1
038190169,B03XA01,1
038190219,B03XA01,1
038190233,B03XA01,1
038190258,B03XA01,1
038190474,B03XA01,1
038190498,B03XA01,1
038190512,B03XA01,1
038191019,R02AB03,.5
038192011,C04AE02,.06
038193013,N02BA01,3
038193025,N02BA51,
038194015,N05CF02,10
038348177,B03XA03,4
038348203,B03XA03,4
038349015,L02BB03,50
038350017,L01XX19,30
038350031,L01XX19,30
038350056,L01XX19,30
038351019,L01BB05,45
038352023,L02BB03,50
038352124,L02BB03,50
038353025,M02AA07,1
038354027,M02AA07,1
038356022,M02AA07,1
038358014,M01AB15,30
038358026,M01AB15,30
038359030,C10AA01,30
038359055,C10AA01,30
038360020,J01MA02,1
038360032,J01MA02,1
038361010,J01FA09,.5
038361022,J01FA09,.5
038362024,C09BA05,1
038363026,C09BA05,1
038364016,C09BA05,1
038364028,C09BA05,1
038365019,C09BA05,1
038365021,C09BA05,1
038366011,C09BA05,1
038366023,C09BA05,1
038367025,C09BA05,1
038368027,C09BA05,1
038369029,C09BA05,1
038370019,M02AA07,1
038370021,M02AA07,1
038371011,A01AB09,.2
038372076,A10BB09,60
038373015,S01ED05,0
038373027,S01ED05,0
038374017,N07CA01,24
038375022,L01BB05,45
038380010,A03FA06,1.5
038381012,B03XA01,1
038381036,B03XA01,1
038381048,B03XA01,1
038233387,C09AA05,2.5
038233589,C09AA05,2.5
038234047,C09DA01,1
038234175,C09DA01,1
038237020,L01BB04,
038238061,N06AB04,20
038238198,N06AB04,20
038240026,C09AA05,2.5
038240038,C09AA05,2.5
038240040,C09AA05,2.5
038242032,N03AX12,1.8
038242107,N03AX12,1.8
038242184,N03AX12,1.8
038243123,C09XA02,.15
038243200,C09XA02,.15
038248011,L01XA03,10.9
038250054,N05AX08,5
038250128,N05AX08,5
038250193,N05AX08,5
038250270,N05AX08,5
038251017,J02AC01,.2
038252033,A10BD08,2
038252096,A10BD08,2
038253264,A02BC02,40
038254013,A06AB58,2
038254025,A06AB58,2
038255333,C09BA07,1
038257022,A10BA02,2
038257085,A10BA02,2
038257162,A10BA02,2
038258012,A02BC01,20
038259038,D01BA02,.25
038260105,C09AA10,2
038261044,D10AD53,1
038263051,C09CA01,50
038263277,C09CA01,50
038267035,N03AX12,1.8
038267098,N03AX12,1.8
038267148,N03AX12,1.8
038270017,C09AA05,2.5
038270031,C09AA05,2.5
038271019,C09AA05,2.5
038271021,C09AA05,2.5
038271033,C09AA05,2.5
038272035,C09AA05,2.5
038273025,C09AA05,2.5
038273037,C09AA05,2.5
038275018,M01AB15,30
038276010,M01AB15,30
038279030,J01MA02,.5
038279067,J01MA02,.5
038280018,N02BB02,3
038282012,D01AE15,2
038283014,A06AB02,10
038284016,R05CB03,1.5
038284028,R05CB03,1.5
038285019,R05CB02,24
038286011,R05CB02,24
038287013,R05CB03,1.5
038288027,N05CF02,10
038289031,N05CD05,.25
038291023,J01CR02,1
038292013,R01AD09,.2
038292025,R01AD09,.2
038293015,A06AB08,5
038294017,A06AB08,5
038295010,D07XC01,2
038295034,D07XC01,2
038296012,M05BA04,10
038297014,M05BA04,10
038298016,R02AB03,.5
038299018,R02AB03,.5
038300036,G03AA12,1
038301014,G03AA12,1
038301026,G03AA12,1
038301038,G03AA12,1
038302016,A03BB01,60
038302028,A03BB01,60
038302030,A03BB01,60
038303018,G03AA07,1
038304022,G03AA10,1
038305013,M02AA15,3.5
038306015,C08CA11,10
038307017,J05AR06,1
038308019,G03AA07,1
038309074,N06AB06,50
038309264,N06AB06,50
038310013,G03AA10,1
038310049,G03AA10,1
038312017,J05AX08,.8
038314047,N03AX11,.3
038314100,N03AX11,.3
038314225,N03AX11,.3
038316028,N06AX16,.1
038316218,N06AX16,.1
038316422,N06AX16,.1
038316648,N06AX16,.1
038317020,M05BA04,10
038318022,C09DA01,1
038318097,C09DA01,1
038319024,C02CA04,4
038324036,B02BD04,350
038326017,C09BA02,1
038327019,L01XE09,3.57
038328035,L01XE08,800
038328062,L01XE08,800
038329013,N02AX02,.3
038333011,M01AB15,30
038333023,M01AB15,30
038340028,N03AX11,.3
038340079,N03AX11,.3
038340129,N03AX11,.3
038340170,N03AX11,.3
038341018,A02BC01,20
038341020,A02BC01,20
038343024,R01AD12,.11
038344014,A04AA01,16
038344026,A04AA01,16
038345029,A10BD06,1
038346021,N03AX12,1.8
038346159,N03AX12,1.8
038347011,L01XC08,30
038347035,L01XC08,30
038348088,B03XA03,4
038348090,B03XA03,4
038348102,B03XA03,4
038348114,B03XA03,4
038348126,B03XA03,4
038348138,B03XA03,4
038476038,J01CR05,14
038477218,C09BB04,1
038477358,C09BB04,1
038477497,C09BB04,1
038479010,M03BX05,8
038480012,M03BX05,8
038480024,M03BX05,8
038482030,N05BA12,1
038482042,N05BA12,1
038482067,N05BA12,1
038483071,C09BB04,1
038483208,C09BB04,1
038483347,C09BB04,1
038483487,C09BB04,1
038484010,M03BX02,12
038484022,M03BX02,12
038485025,N03AG01,1.5
038486015,A02BA02,.3
038486027,A02BA02,.3
038487017,N07CA01,24
038488019,M01AX05,1.5
038489023,C09AA05,2.5
038493019,M01AX02,.75
038494011,B03XA01,1
038494023,B03XA01,1
038494035,B03XA01,1
038494047,B03XA01,1
038494050,B03XA01,1
038494074,B03XA01,1
038494086,B03XA01,1
038494098,B03XA01,1
038494100,B03XA01,1
038494112,B03XA01,1
038494124,B03XA01,1
038494136,B03XA01,1
038494148,B03XA01,1
038494151,B03XA01,1
038494163,B03XA01,1
038495014,C08CA06,.3
038496105,A04AA02,3
038497018,J01FA09,.5
038497032,J01FA09,.5
038498022,C09BA02,1
038499048,N06AX16,.1
038499113,N06AX16,.1
038499190,N06AX16,.1
038500043,N06AX16,.1
038381051,B03XA01,1
038381063,B03XA01,1
038381075,B03XA01,1
038381087,B03XA01,1
038381099,B03XA01,1
038381101,B03XA01,1
038381125,B03XA01,1
038381137,B03XA01,1
038381149,B03XA01,1
038381152,B03XA01,1
038381164,B03XA01,1
038381176,B03XA01,1
038381188,B03XA01,1
038381190,B03XA01,1
038382014,J02AX06,.1
038382026,J02AX06,.1
038383016,A06AB02,10
038384018,R05CB06,.12
038385011,R05CB03,1.5
038385023,R05CB03,1.5
038386013,R06AE07,10
038386025,R06AE07,10
038389019,D01AC01,3
038390011,D01AC01,3
038391013,C04AE02,.06
038392015,M01AB05,.1
038393017,N02AA59,3
038393029,N02AA59,3
038394019,G01AF04,.1
038394021,D01AC02,2
038395012,R05CB02,24
038396014,A07DA03,10
038397016,D08AG02,10
038398018,L01XX19,30
038398020,L01XX19,30
038398032,L01XX19,30
038398044,L01XX19,30
038399010,L02BB03,50
038400014,C07AB03,75
038402032,R05CB07,.06
038406029,M01AB15,30
038407019,N02AB03,1.2
038407084,N02AB03,1.2
038407159,N02AB03,1.2
038407223,N02AB03,1.2
038408023,M05BA04,10
038410015,G04CB01,5
038412019,G04CB01,5
038413011,G04CB01,5
038414013,G04CB01,5
038415016,G04CB01,5
038422010,G04CA01,7.5
038423012,G04CA01,7.5
038425029,C09BA02,1
038426021,R05CB06,.12
038427062,N04BC04,6
038427074,N04BC04,6
038427086,N04BC04,6
038427098,N04BC04,6
038427100,N04BC04,6
038428280,N04BC04,6
038428367,N04BC04,6
038428429,N04BC04,6
038428532,N04BC04,6
038428734,N04BC04,6
038428823,N04BC04,6
038428886,N04BC04,6
038428951,N04BC04,6
038431019,N06AX16,.1
038434041,A04AA01,16
038434142,A04AA01,16
038435020,C09BA02,1
038436022,A02BC02,40
038436150,A02BC02,40
038437036,A02BC02,40
038437190,A02BC02,40
038438014,C09CA01,50
038438038,C09CA01,50
038439028,A02BC02,40
038440020,A02BC02,40
038440145,A02BC02,40
038441010,J02AC01,.2
038441022,J02AC01,.2
038441034,J02AC01,.2
038444042,N06AX16,.1
038445021,J06BB04,.5
038445033,J06BB04,.5
038445045,J06BB04,.5
038446047,C07AB12,5
038448027,A10BH01,.1
038448080,A10BH01,.1
038448142,A10BH01,.1
038451023,B01AE07,.22
038451050,B01AE07,.22
038451062,B01AE07,.22
038452013,L01XA03,10.9
038452025,L01XA03,10.9
038453015,R05CB06,.12
038453027,R05CB06,.12
038453041,R05CB06,.12
038455022,R05CB06,.12
038455034,R05CB06,.12
038455046,R05CB06,.12
038456012,R05CB06,.12
038456036,R05CB06,.12
038456048,R05CB06,.12
038457014,M01AE03,.15
038458016,M01AE03,.15
038461012,N01BB52,
038461024,N01BB52,
038461051,N01BB52,
038462014,L01DB03,6.5
038462026,L01DB03,6.5
038462040,L01DB03,6.5
038462077,L01DB03,6.5
038462103,L01DB03,6.5
038463028,C09BA03,1
038464071,N06AX16,.1
038464095,N06AX16,.1
038465050,N06AX16,.1
038465074,N06AX16,.1
038466037,N06AX16,.1
038466076,N06AX16,.1
038466138,N06AX16,.1
038467078,N06AX16,.1
038468017,N06AX16,.1
038468070,N06AX16,.1
038468094,N06AX16,.1
038469072,A10BB09,60
038470225,N05AH03,10
038470391,N05AH03,10
038471025,M05BA04,10
038472078,C09AA04,4
038473120,B05AA07,500
038475152,N03AX11,.3
038475253,N03AX11,.3
038475354,N03AX11,.3
038476014,J01CR05,14
038629022,R06AE07,10
038630012,R06AE07,10
038630024,R06AE07,10
038631014,B06AC02,30
038632016,V03AB33,1
038633018,L01XE07,1250
038633032,L01XE07,1250
038633044,L01XE07,1250
038633069,L01XE07,1250
038634010,S01EA05,0
038635025,C08CA01,5
038635064,C08CA01,5
038636080,N02CC01,50
038636231,N02CC01,50
038640088,N05CF02,10
038642106,A10BB12,2
038642171,A10BB12,2
038642245,A10BB12,2
038643033,A06AD65,2
038644011,S01EA05,0
038646016,J02AC01,.2
038646028,J02AC01,.2
038646030,J02AC01,.2
038647018,C02CA04,4
038647020,C02CA04,4
038649012,M05BA04,10
038650014,J01FA10,.3
038651016,C09AA02,10
038651028,C09AA02,10
038654024,C08CA01,5
038658023,J01FA09,.5
038659049,C10AA04,60
038660015,N02AB03,.6
038660039,N02AB03,.6
038660054,N02AB03,.6
038660078,N02AB03,.6
038661029,G04CA01,7.5
038662110,C10AA03,30
038662185,C10AA03,30
038663011,M01AE01,1.2
038665042,N02BE01,3
038666018,M01AE01,1.2
038667022,J01FA10,.3
038668012,C09AA03,10
038668024,C09AA03,10
038500118,N06AX16,.1
038500195,N06AX16,.1
038502148,C09BB02,1
038503013,C09AA05,2.5
038503049,C09AA05,2.5
038503088,C09AA05,2.5
038504015,J07AH04,1
038505018,L02BB03,50
038505032,L02BB03,50
038510018,C09DA01,1
038510057,C09DA01,1
038513038,A04AA02,3
038514030,N06AX11,30
038516023,J01XX01,3
038517013,C09BA03,1
038518015,C09BA03,1
038519017,C09BA03,1
038520019,C09BA03,1
038522013,C09BA03,1
038523078,C09AA04,4
038524056,C07AB12,5
038525059,C07AB12,5
038526051,C07AB12,5
038527026,C08CA02,5
038527053,C08CA02,5
038528028,C02KX02,7.5
038528042,C02KX02,7.5
038529057,A10BD05,2
038530010,L02BB03,50
038530034,L02BB03,50
038531012,M01AB05,.1
038531024,M01AB05,.1
038531036,M01AB05,.1
038532014,B01AC10,.2
038534044,L02BB03,50
038535011,C09BA03,1
038536049,L02BB03,50
038536165,L02BB03,50
038538017,C09AA04,4
038539019,R06AX26,.12
038539033,R06AX26,.12
038540011,V03AE04,6
038541013,B02BD02,500
038541025,B02BD02,500
038541037,B02BD02,500
038542015,G03AA12,1
038545024,L03AB08,4
038546038,N06AX11,30
038547055,N03AX12,1.8
038547143,N03AX12,1.8
038547232,N03AX12,1.8
038548032,C08CA01,5
038548160,C08CA01,5
038549010,L01CA02,2
038550036,G04CB01,5
038552016,L01BC05,.25
038552028,L01BC05,.25
038554010,M01AB15,30
038554022,M01AB15,30
038555025,S01BA02,.4
038557017,J01FA10,.3
038558019,J01CR05,14
038558021,J01CR05,14
038559023,C10AA01,30
038559035,C10AA01,30
038561027,C10AA01,30
038561039,C10AA01,30
038562017,C08CA06,.3
038562029,C08CA06,.3
038564011,R06AE07,10
038564035,R06AE07,10
038565141,C09BB02,1
038566042,C07AB12,5
038568147,C09BB02,1
038569012,S01AA12,.3
038570014,A01AA01,1.1
038571016,C04AD03,1
038572018,L04AX02,.1
038573010,A01AA01,1.1
038574012,A03AA04,.3
038575027,M02AA15,2
038576144,C09BB02,1
038577019,C09BA03,1
038578011,C09BA03,1
038579037,C10AA04,60
038580027,C10AA04,60
038581029,C10AA04,60
038582021,C10AA04,60
038585105,J02AC01,.2
038585170,J02AC01,.2
038585194,J02AC01,.2
038586018,L02BB03,50
038590016,C09BA03,1
038591018,R05DA09,90
038593012,R05DA09,90
038597023,J01XX01,3
038599015,M01AE01,1.2
038600033,A06AH01,6
038601035,C09DA01,1
038601100,C09DA01,1
038602037,C10AA04,60
038603039,M03AC09,1
038603041,M03AC09,1
038603054,M03AC09,1
038603066,M03AC09,1
038605109,N06DA02,7.5
038605236,N06DA02,7.5
038606101,C09BA03,1
038608105,C09BA03,1
038609057,C08CA11,10
038611036,S01EE01,0
038613030,S01EE01,0
038614044,C09BA04,1
038614145,C09BA04,1
038615035,N06AX16,.1
038615163,N06AX16,.1
038616049,C07AB12,5
038618031,M01AB16,.2
038619019,R06AE07,10
038621013,S01EE01,0
038622015,S01EE01,0
038623031,C08CA02,5
038623106,C08CA02,5
038626014,S01EE01,0
038627016,C08CA06,.3
038627028,C08CA06,.3
038628018,R06AE07,10
038628020,R06AE07,10
038629010,R06AE07,10
038801015,V03AB35,1
038801027,V03AB35,1
038802017,G03AD01,1.5
038803019,L02BB03,50
038804011,L01XX19,30
038804050,L01XX19,30
038804136,L01XX19,30
038805014,V09GA01,1
038806030,A10BA02,2
038808010,G03AA10,1
038809012,B05AA07,500
038811042,C07AB07,10
038811143,C07AB07,10
038811232,C07AB07,10
038811333,C07AB07,10
038811434,C07AB07,10
038811535,C07AB07,10
038813010,S01BC10,.3
038815015,L01BC05,.25
038815027,L01BC05,.25
038816171,N03AX12,1.8
038817084,J05AB11,3
038818086,J05AB11,3
038820027,N07CA01,24
038820054,N07CA01,24
038821070,C10AA01,30
038822058,N06AB05,20
038825016,J01FA10,.3
038828024,A10BA02,2
038828188,A10BA02,2
038829026,G04CB01,5
038830028,L02BB03,50
038830143,L02BB03,50
038831032,C10AA04,60
038832022,L02BB03,50
038832059,L02BB03,50
038833024,J01XD01,1.5
038834026,A02BC02,40
038834127,A02BC02,40
038834228,A02BC02,40
038834329,A02BC02,40
038835043,A10BF01,.3
038835144,A10BF01,.3
038836019,N07CA01,24
038837011,S01ED51,0
038669026,J01XD01,1.5
038671018,S01EA05,0
038672034,A10BD07,2
038672109,A10BD07,2
038673012,G03AA10,1
038673024,G03AA10,1
038674014,G03AA10,1
038674026,G03AA10,1
038676019,G03AC09,1
038677011,A07DA03,10
038678037,A10BD07,2
038678102,A10BD07,2
038680017,R01AD09,.2
038682011,N07CA02,90
038683013,R05CB02,24
038685018,D07XC01,2
038686010,S01GX04,.3
038687012,S01XA20,.4
038688014,M03BX05,8
038688026,M03BX05,8
038689016,N05BA06,2.5
038689028,N05BA06,2.5
038689030,N05BA06,2.5
038689042,N05BA06,2.5
038689055,N05BA06,2.5
038693026,D01AC03,2
038694016,G03AA10,1
038695019,G03AA10,1
038696011,A10BF01,.3
038697013,A12AA12,2
038699029,G04BD11,4
038699031,G04BD11,4
038699070,G04BD11,4
038699082,G04BD11,4
038700023,C09BA03,1
038701090,N06AX11,30
038703017,J05AG04,.4
038704019,G03XB01,.6
038704021,G03XB01,.6
038705012,J02AX05,.1
038705024,J02AX05,.1
038706040,C09BA03,1
038707042,N06AX16,.1
038707081,N06AX16,.1
038707168,N06AX16,.1
038708057,C03BA11,2.5
038709010,G03DB04,5
038712016,M01AE01,1.2
038713095,C09AA03,10
038714010,S01EA05,0
038716027,D08AX01,2
038717082,J01CR05,14
038720013,L01CD01,15
038720025,L01CD01,15
038720037,L01CD01,15
038720049,L01CD01,15
038721015,M02AA15,2
038722029,M01AE03,.15
038723019,M01AE03,.15
038724415,A10BB12,2
038725014,M01AE03,.15
038726016,M01AE03,.15
038727018,M01AE03,.15
038728022,J01FA09,.5
038729012,A02BC02,40
038729051,A02BC02,40
038730038,A02BC02,40
038730040,A02BC02,40
038731016,M01AE03,.15
038733010,J01FA10,.3
038734012,L03AA02,.35
038736031,N02AB03,.6
038736070,N02AB03,.6
038736094,N02AB03,.6
038736118,N02AB03,.6
038736132,N02AB03,.6
038740027,A02BC02,40
038740155,A02BC02,40
038741017,A02BC02,40
038741031,A02BC02,40
038742019,A02BC02,40
038743035,A02BC02,40
038743252,A02BC02,40
038744052,B01AF01,10
038744064,B01AF01,10
038744076,B01AF01,10
038744088,B01AF01,10
038745016,N02BB02,3
038746018,L01BB05,45
038746020,L01BB05,45
038747034,B05AA01,20
038747046,B05AA01,20
038751018,L01XX19,30
038751020,L01XX19,30
038752022,M02AA15,2
038752034,M02AA15,2
038757011,J01FA10,.3
038758013,J01FA10,.3
038759015,J01FA10,.3
038760017,M01AE03,.15
038761019,J01FA10,.3
038762011,J01FA10,.3
038763013,R05CB06,.12
038764078,C09AA04,4
038765018,M01AX05,1.5
038767024,D05AX52,1
038770121,C10AA01,30
038770196,C10AA01,30
038770210,C10AA01,30
038773038,A10BD07,2
038773103,A10BD07,2
038774016,L04AA06,2
038777013,R06AE07,10
038779031,G04CA01,7.5
038781011,C09BA02,1
038782013,N07CA01,24
038786012,M01AX02,.75
038787014,D06AX09,2
038789018,A12AA20,.5
038790010,A01AA01,1.1
038791024,G04CB01,5
038792127,C09AA05,2.5
038793016,N05CD06,1
038794018,N05CD06,1
038795011,R01AD08,.2
038797015,G03AA10,1
038799019,D01AC03,2
038800025,M05BA04,10
038904672,V03AN01,
038904684,V03AN01,
038904696,V03AN01,
038904708,V03AN01,
038904710,V03AN01,
038904722,V03AN01,
038904734,V03AN01,
038904746,V03AN01,
038904759,V03AN01,
038904761,V03AN01,
038904773,V03AN01,
038904785,V03AN01,
038904797,V03AN01,
038904809,V03AN01,
038904823,V03AN01,
038904835,V03AN01,
038904847,V03AN01,
038904850,V03AN01,
038904862,V03AN01,
038904874,V03AN01,
038904886,V03AN01,
038904898,V03AN01,
038905081,J01DD08,.4
038906018,J01FA10,.3
038907010,V03AN01,
038907022,V03AN01,
038907034,V03AN01,
038907046,V03AN01,
038907059,V03AN01,
038907061,V03AN01,
038907073,V03AN01,
038907085,V03AN01,
038907097,V03AN01,
038907109,V03AN01,
038907111,V03AN01,
038907123,V03AN01,
038907135,V03AN01,
038907147,V03AN01,
038907150,V03AN01,
038907162,V03AN01,
038907174,V03AN01,
038907186,V03AN01,
038907200,V03AN01,
038907212,V03AN01,
038907224,V03AN01,
038907236,V03AN01,
038907248,V03AN01,
038907251,V03AN01,
038907263,V03AN01,
038907275,V03AN01,
038907287,V03AN01,
038907299,V03AN01,
038907301,V03AN01,
038838025,J02AC01,.2
038838052,J02AC01,.2
038838076,J02AC01,.2
038839027,N07CA01,24
038839054,N07CA01,24
038840029,N07CA01,24
038840056,N07CA01,24
038840068,N07CA01,24
038843013,L01BC05,.25
038843025,L01BC05,.25
038844015,B02BD01,350
038845018,L01BC05,.25
038845020,L01BC05,.25
038845032,L01BC05,.25
038846010,M01AX05,1.5
038847012,M01AE02,.5
038848014,N05BA06,2.5
038848026,N05BA06,2.5
038849016,D11AH04,20
038849030,D11AH04,20
038850018,R01AD08,.2
038850020,R01AD08,.2
038851010,M01AX02,.75
038853014,R06AA02,.3
038854016,M02AA10,2.5
038855019,A03FA03,30
038856011,A02AF02,12
038856023,A02AF02,12
038857013,A02AF02,12
038858027,A02AF02,12
038858039,A02AF02,12
038859017,M02AA19,2
038860019,N05BA06,2.5
038861011,S01CA01,.4
038862013,G03AA10,1
038863015,D07CC01,2
038864017,A03BB01,60
038864029,A03BB01,60
038864031,A03BB01,60
038865010,A03BB01,60
038868016,R05CB02,24
038869018,A02BC02,40
038869020,A02BC02,40
038869032,A02BC02,40
038869044,A02BC02,40
038870010,C09CA01,50
038870022,C09CA01,50
038873030,R03BA08,.16
038873055,R03BA08,.16
038875011,L01CA04,6.1
038875035,L01CA04,6.1
038876025,L02BB03,50
038877039,N02CC01,50
038877092,N02CC01,50
038878056,J01FA10,.3
038879019,L01BC05,.25
038879021,L01BC05,.25
038879033,L01BC05,.25
038880011,R03BB04,5
038881013,A02BC02,40
038882027,G04CB01,5
038884060,N06AX16,.1
038887028,J01FA09,.5
038889022,J01FA09,.5
038890012,N01AX03,1
038891014,J01FA10,.3
038895013,L04AA06,2
038897031,N02CC01,50
038897144,N02CC01,50
038898336,A10BA02,2
038900015,G03AB08,
038901524,V03AN01,
038901536,V03AN01,
038901551,V03AN01,
038901563,V03AN01,
038901575,V03AN01,
038901587,V03AN01,
038901613,V03AN01,
038901625,V03AN01,
038901649,V03AN01,
038901652,V03AN01,
038902019,D06BB03,1
038904013,V03AN01,
038904025,V03AN01,
038904037,V03AN01,
038904049,V03AN01,
038904052,V03AN01,
038904064,V03AN01,
038904076,V03AN01,
038904088,V03AN01,
038904090,V03AN01,
038904102,V03AN01,
038904114,V03AN01,
038904126,V03AN01,
038904138,V03AN01,
038904140,V03AN01,
038904153,V03AN01,
038904165,V03AN01,
038904177,V03AN01,
038904189,V03AN01,
038904191,V03AN01,
038904203,V03AN01,
038904215,V03AN01,
038904227,V03AN01,
038904239,V03AN01,
038904241,V03AN01,
038904266,V03AN01,
038904278,V03AN01,
038904280,V03AN01,
038904292,V03AN01,
038904304,V03AN01,
038904316,V03AN01,
038904328,V03AN01,
038904330,V03AN01,
038904342,V03AN01,
038904355,V03AN01,
038904379,V03AN01,
038904381,V03AN01,
038904393,V03AN01,
038904405,V03AN01,
038904417,V03AN01,
038904429,V03AN01,
038904431,V03AN01,
038904443,V03AN01,
038904456,V03AN01,
038904468,V03AN01,
038904470,V03AN01,
038904482,V03AN01,
038904494,V03AN01,
038904506,V03AN01,
038904518,V03AN01,
038904520,V03AN01,
038904532,V03AN01,
038904544,V03AN01,
038904557,V03AN01,
038904569,V03AN01,
038904571,V03AN01,
038904583,V03AN01,
038904595,V03AN01,
038904607,V03AN01,
038904619,V03AN01,
038904621,V03AN01,
038904633,V03AN01,
038904645,V03AN01,
038904658,V03AN01,
038904660,V03AN01,
038943433,V03AN01,
038943445,V03AN01,
038943458,V03AN01,
038943460,V03AN01,
038943472,V03AN01,
038943484,V03AN01,
038943496,V03AN01,
038943508,V03AN01,
038943510,V03AN01,
038943522,V03AN01,
038943534,V03AN01,
038943546,V03AN01,
038943559,V03AN01,
038943561,V03AN01,
